house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;4470;8;342;116;3427;E;10375;3345000;
Villa;7700;8;248;138;2854;D;1896;1795000;
Villa;9300;4;118;92;1498;C;473;1195000;
Villa;9870;4;112;47;1257;C;877;695000;
Villa;5500;8;279;78;2599;D;1047;1895000;
Villa;7140;4;183;141;1298;C;634;1295000;
Villa;5464;3;94;131;1579;G;3532;750000;
Villa;8544;4;135;144;1275;E;690;449000;
Villa;4793;5;180;121;2080;D;760;1295000;
Villa;8670;5;160;39;1550;C;2496;1995000;
Villa;6800;4;196;196;2296;C;542;3498000;
Villa;6360;5;167;78;1295;D;973;950000;
Villa;9600;4;117;57;1277;F;853;550000;
Villa;7860;5;230;124;1712;D;4842;1445000;
Villa;4760;5;114;101;1699;F;823;745000;
Villa;6800;6;190;71;2747;E;866;3495000;
Villa;5672;7;202;45;1759;D;841;995000;
Villa;7900;7;220;50;3336;C;2193;3695000;
Villa;5592;3;106;55;1379;E;701;775000;
Villa;5620;4;166;321;2077;D;3020;1350000;
Rækkehus;9480;5;100;14;2202;B;156;1825000;
Villa;3200;5;195;80;3660;C;1889;3850000;
Villa;9460;4;122;104;1135;C;533;775000;
Villa;9900;6;166;87;1374;F;273;995000;
Villa;8620;6;108;61;1614;E;873;795000;
Villa;9850;4;126;44;1599;F;976;795000;
Villa;9670;4;142;48;1884;C;813;995000;
Villa;7400;5;152;115;2321;D;39478;2585000;
Villa;8600;7;219;48;2944;D;929;1995000;
Villa;6500;4;130;48;1763;D;982;1050000;
Villa;9560;3;109;58;1954;D;906;798000;
Rækkehus;7400;4;77;110;1106;E;350;395000;
Villa;7752;3;113;94;1150;D;1207;295000;
Villa;7700;7;207;111;1377;G;1350;995000;
Villa;5932;5;136;154;1765;C;1745;625000;
Villa;9280;8;250;118;1982;D;2377;3795000;
Villa;7100;5;159;86;1893;G;624;1495000;
Villa;6430;4;97;60;1361;F;894;445000;
Villa;9610;4;106;65;1789;D;3054;948000;
Villa;5300;3;119;53;1789;D;865;1095000;
Villa;6580;7;186;10;2149;A10;720;1595000;
Villa;6870;4;158;48;1106;E;1605;595000;
Villa;9700;5;140;54;1858;C;484;1525000;
Villa;8920;5;128;50;2133;C;1351;1765000;
Villa;4450;5;144;62;2316;G;1730;1795000;
Villa;9870;4;80;66;1460;D;607;775000;
Villa;7870;5;204;45;1507;D;1003;795000;
Villa;9300;4;80;66;1338;D;575;948000;
Villa;6000;6;120;71;2182;D;625;1745000;
Villa;8700;6;274;5;3037;A10;2306;3595000;
Villa;9480;4;102;144;1586;G;9897;995000;
Rækkehus;8660;5;127;14;2203;B;435;2748000;
Villa;8830;5;172;43;1952;E;19200;1795000;
Villa;7800;5;195;103;1408;A10;6400;1075000;
Villa;9460;6;224;114;1682;B;683;995000;
Villa;7000;4;120;94;2180;C;932;1195000;
Villa;6100;7;225;113;4818;F;2430;3495000;
Villa;5683;3;132;47;1611;C;723;1095000;
Villa;8300;8;308;115;3612;F;18900;3995000;
Villa;8500;5;141;82;1636;C;815;1245000;
Villa;8680;8;250;55;3094;E;3873;3500000;
Villa;7000;3;84;124;1366;E;2305;550000;
Villa;7900;4;116;71;1419;D;789;1095000;
Villa;6310;6;200;70;2458;D;1051;1595000;
Villa;4100;3;145;33;2220;D;950;1995000;
Villa;6100;3;108;61;1915;D;704;1250000;
Villa;6800;3;65;74;1215;D;583;695000;
Villa;8660;4;128;117;1582;E;1390;1595000;
Villa;4400;5;201;116;2274;C;14261;2095000;
Villa;6360;7;217;53;1635;B;481;1145000;
Villa;6360;6;202;121;1420;D;7141;1225000;
Villa;9600;7;237;111;1751;D;8458;978000;
Villa;4700;8;212;76;3149;D;874;1975000;
Villa;4400;7;235;14;3413;C;972;3495000;
Villa;9300;7;250;71;1962;D;5261;1398000;
Villa;6630;4;102;65;1269;C;781;1095000;
Villa;9300;7;257;146;1859;D;13209;2295000;
Villa;3200;6;188;36;3642;E;1000;2450000;
Villa;7100;6;135;50;2008;C;1146;1485000;
Villa;7752;5;153;121;1771;G;24666;375000;
Villa;8832;11;247;136;2583;E;11978;2695000;
Villa;4293;2;83;146;1368;F;703;595000;
Villa;6230;7;198;12;1766;B;870;2845000;
Villa;6800;8;218;78;2540;A10;742;2995000;
Villa;4733;6;158;109;2223;C;1648;1575000;
Villa;6990;4;58;81;1181;D;598;395000;
Villa;8830;5;157;11;2934;B;1106;2895000;
Villa;6622;4;108;77;1192;F;817;595000;
Villa;9600;5;125;66;1313;C;970;398000;
Villa;4900;6;172;54;3537;E;2556;1650000;
Villa;6470;6;110;136;1274;G;1056;395000;
Villa;7700;3;84;85;1155;F;566;295000;
Villa;8550;3;72;70;1309;D;1077;675000;
Villa;4174;4;135;1;3475;A20;741;2645000;
Villa;9510;7;170;84;1489;D;1055;600000;
Villa;9280;5;141;118;1565;D;810;595000;
Villa;5672;3;109;88;1177;D;417;695000;
Villa;9500;4;148;121;1203;C;1184;699000;
Villa;6070;5;180;86;1374;D;1045;685000;
Villa;8990;5;116;44;1035;E;1113;698000;
Villa;9900;3;224;48;3447;A10;1199;4595000;
Villa;9340;3;148;90;1388;E;690;650000;
Villa;4951;7;195;82;1231;D;715;895000;
Villa;4241;5;156;59;2055;D;576;1145000;
Villa;6070;6;138;112;1495;D;2171;895000;
Villa;5400;7;167;124;1494;D;871;750000;
Villa;8800;8;245;83;3354;C;798;4935000;
Villa;6800;4;146;59;1673;D;300;1295000;
Villa;6800;4;84;104;1237;E;1938;795000;
Villa;6500;4;130;48;1860;C;1020;995000;
Villa;5620;4;147;121;1446;G;1953;450000;
Villa;6705;5;134;62;1781;E;583;1350000;
Villa;6500;3;120;82;1328;F;1134;499000;
Villa;6000;3;78;71;2156;E;790;1595000;
Villa;5390;5;153;164;1569;D;725;1075000;
Villa;5610;4;116;61;1550;G;1331;750000;
Villa;5932;3;106;82;1261;E;695;750000;
Villa;5450;8;217;111;2151;D;3852;1595000;
Villa;9460;7;178;47;1792;D;1270;1275000;
Villa;6800;8;208;85;1893;C;1500;1448000;
Villa;4690;4;183;88;2154;F;3774;1795000;
Villa;8850;3;105;72;1876;E;1253;1275000;
Villa;8660;8;392;121;2239;F;933;1300000;
Villa;7130;6;197;26;3529;C;1069;4850000;
Villa;9700;5;158;46;2078;D;875;1595000;
Villa;5260;4;129;61;2199;E;702;1895000;
Villa;6330;4;137;20;1440;C;872;1975000;
Villa;9800;4;186;70;2092;C;649;1745000;
Villa;9460;12;354;124;2378;D;14540;1665000;
Villa;7451;5;173;116;2141;E;20653;1745000;
Villa;4690;5;198;196;2419;E;2215;1775000;
Villa;8920;3;125;22;2192;C;722;2095000;
Villa;9670;6;220;17;1924;C;828;1795000;
Villa;7760;9;294;121;1452;E;580;595000;
Villa;4700;6;181;112;2888;C;325;3195000;
Villa;8462;6;150;51;1560;E;23868;3395000;
Villa;9850;6;209;112;2038;E;1789;650000;
Villa;9293;5;145;115;1556;D;2830;895000;
Villa;7960;5;187;86;1183;D;4669;585000;
Villa;5471;5;145;110;1344;E;689;999000;
Villa;6753;4;200;111;1961;E;3694;1248000;
Villa;7760;7;220;109;1529;F;4949;695000;
Villa;6690;5;136;131;1184;C;1128;1050000;
Villa;6430;6;146;37;1534;D;712;895000;
Villa;4900;7;133;107;1590;D;517;1095000;
Villa;4900;6;178;111;1546;E;513;795000;
Villa;9850;5;187;61;2361;B;771;2450000;
Villa;7600;5;129;48;1619;C;949;945000;
Villa;4941;4;242;95;1378;E;1207;965000;
Villa;7000;5;194;35;2105;D;4339;2495000;
Villa;8660;5;150;47;2596;D;830;1525000;
Villa;9990;4;170;58;1792;C;640;4700000;
Villa;7470;4;93;144;929;D;1380;245000;
Villa;8766;3;108;64;1421;F;1693;445000;
Villa;6320;2;199;82;1751;F;765;695000;
Villa;9490;4;105;34;1429;F;727;765000;
Villa;9560;6;161;88;1689;G;638;1249000;
Villa;6630;12;412;115;2614;D;944;1465000;
Villa;9460;6;213;77;1877;B;20565;1695000;
Villa;5260;9;285;90;3353;D;2213;5995000;
Villa;8860;8;233;49;2164;F;1103;1795000;
Villa;9300;4;112;71;2081;D;774;1145000;
Villa;9981;2;54;79;1169;G;1277;265000;
Villa;9690;5;140;69;1168;E;1061;450000;
Villa;7770;4;110;56;898;F;730;485000;
Villa;7884;8;228;121;1180;E;1581;545000;
Villa;9460;3;118;113;1158;C;410;690000;
Villa;6200;4;195;75;1225;E;937;745000;
Villa;7742;2;94;115;1128;E;701;745000;
Villa;6920;6;165;49;1431;D;805;985000;
Villa;8450;6;160;171;1491;F;2285;1095000;
Villa;7860;6;213;114;1865;D;11860;1095000;
Villa;6683;4;164;117;1622;D;1010;1095000;
Villa;7500;4;132;88;2117;C;405;1950000;
Villa;7300;6;240;161;2105;C;1917;2195000;
Villa;6740;5;138;66;1910;D;694;2398000;
Villa;7190;8;174;67;2620;D;20595;3195000;
Villa;7442;10;396;197;4441;D;22830;4795000;
Villa;9750;4;110;57;1027;G;1010;350000;
Villa;9981;5;131;65;1219;G;1140;498000;
Villa;6430;5;141;61;1600;E;1078;545000;
Villa;6980;4;108;44;900;D;928;545000;
Villa;4920;5;145;104;1317;D;696;590000;
Villa;9850;5;157;35;2070;E;1032;1385000;
Villa;4450;2;84;65;1752;E;1367;1580000;
Villa;4400;5;148;37;2559;C;1067;1695000;
Villa;6270;3;88;67;1852;D;734;875000;
Villa;6100;4;122;69;2223;E;1046;2295000;
Villa;6700;6;178;125;1729;C;709;2598000;
Rækkehus;4800;7;241;116;3840;E;524;3295000;
Villa;7560;6;140;62;1638;D;701;975000;
Villa;7500;6;241;49;3282;B;7190;3395000;
Villa;7870;4;120;113;1352;E;4288;550000;
Ejerlejlighed;7500;2;43;76;1656;C;679;650000;
Villa;5690;4;105;194;1422;D;1005;745000;
Villa;9560;6;131;93;1466;E;2917;1195000;
Villa;9550;4;124;47;1429;D;848;675000;
Villa;6880;8;209;105;1525;D;15633;1195000;
Rækkehus;4930;3;84;134;1330;E;597;675000;
Villa;6971;6;198;89;1891;D;1082;1424000;
Villa;9493;6;182;121;1368;E;8321;825000;
Villa;4990;4;98;117;1401;E;578;695000;
Villa;9620;7;206;72;1699;D;862;1895000;
Villa;7323;6;179;32;2575;C;910;1695000;
Villa;9550;5;260;34;3875;D;15074;2150000;
Villa;5300;5;133;13;2912;B;810;2850000;
Villa;9800;6;185;15;2571;C;742;3195000;
Villa;9520;4;197;109;1694;E;1392;845000;
Villa;4500;7;215;144;3395;D;5810;3495000;
Villa;5800;5;130;82;1718;F;884;995999;
Villa;6470;5;156;1;2905;A15;1054;3250000;
Villa;4792;4;133;109;921;F;690;975000;
Villa;6920;4;98;111;967;F;563;375000;
Villa;7830;4;153;78;1244;C;587;695000;
Villa;7700;6;171;52;1674;E;866;1795000;
Villa;5853;2;97;119;1084;G;684;425000;
Villa;6580;7;150;114;1827;D;670;795000;
Villa;4880;4;114;109;1518;D;286;895000;
Villa;6940;7;241;92;2276;C;1208;1195000;
Villa;7100;5;145;61;2726;C;748;2895000;
Villa;6900;4;156;68;1206;E;907;595000;
Villa;9300;5;160;45;1431;D;1004;998000;
Villa;5610;3;88;151;1450;C;403;995000;
Villa;7800;3;97;83;1723;D;914;700000;
Villa;9870;5;166;35;1928;C;811;1395000;
Villa;4500;5;142;67;1994;E;982;1095000;
Villa;6600;5;117;89;2116;F;745;1365000;
Villa;6580;6;176;99;2045;C;870;1295000;
Villa;9500;5;157;53;2117;D;700;1445000;
Villa;7752;5;123;48;1169;C;744;748000;
Villa;8350;6;144;116;2085;C;671;1498000;
Villa;6800;5;186;120;1721;C;843;1195000;
Villa;9800;5;151;1;3357;A15;1115;2895000;
Villa;7870;3;174;79;1616;D;5632;1445000;
Villa;9850;5;142;52;1869;F;973;995000;
Villa;9500;3;124;70;1521;G;990;1195000;
Villa;9000;6;167;47;2597;E;741;2995000;
Villa;7752;5;200;81;2093;D;37269;1795000;
Villa;7430;6;117;94;1628;E;549;1475000;
Villa;4281;9;94;111;2577;F;1074;895000;
Villa;9700;4;112;73;1963;C;706;1495000;
Villa;6000;5;194;17;3461;C;700;8000000;
Villa;9900;5;130;38;1797;C;726;1495000;
Villa;9900;4;89;70;1647;E;665;1095000;
Villa;7182;5;148;18;2796;C;1240;2195000;
Villa;6200;6;193;36;2148;C;792;2345000;
Villa;9480;3;99;57;1174;E;1054;345000;
Villa;4660;5;159;49;2126;E;814;1095000;
Villa;6800;4;143;99;2664;C;307;2198000;
Villa;7650;6;130;80;1286;G;3000;498000;
Villa;9700;7;239;59;2737;D;4765;1750000;
Villa;7870;6;175;43;1462;D;908;545000;
Villa;8800;9;266;58;4966;C;1068;3750000;
Villa;9510;3;56;68;1215;C;409;575000;
Villa;4220;5;149;51;2297;D;800;1275000;
Villa;9900;4;129;44;1277;D;851;745000;
Villa;6100;3;96;219;1555;G;3529;635000;
Villa;9670;3;196;63;1926;D;750;975000;
Villa;9700;5;163;77;1349;C;1059;645000;
Villa;8800;6;170;48;2586;D;886;1595000;
Villa;6430;5;140;141;1814;G;4500;499999;
Villa;9670;2;91;59;1265;E;548;995000;
Villa;6830;0;73;91;1796;D;897;795000;
Villa;4660;7;191;106;2072;D;751;1795000;
Villa;6300;5;195;194;1436;G;921;595000;
Villa;9700;4;181;24;2770;C;1204;2748000;
Villa;9830;6;129;83;1135;D;879;675000;
Villa;7620;2;70;69;979;G;647;450000;
Villa;9870;9;288;85;2624;C;2909;275000;
Villa;9681;6;236;44;1748;C;1050;1200000;
Villa;7850;5;132;46;1465;D;1271;845000;
Villa;7755;7;207;87;1688;G;2454;465000;
Villa;9670;5;178;94;1248;D;1780;645000;
Villa;7100;4;128;60;1694;F;536;1395000;
Villa;4800;9;270;23;2590;B;870;2750000;
Villa;6580;4;97;67;1995;E;895;895000;
Villa;6230;4;110;96;1061;G;511;575000;
Villa;4800;5;117;121;1263;D;156;1195000;
Villa;4293;6;152;74;2638;D;1612;1675000;
Villa;9700;4;121;52;1730;D;864;1050000;
Villa;9340;4;133;141;1009;A10;266;1795000;
Villa;7330;4;96;103;1322;G;769;1195000;
Villa;9990;7;248;114;3926;E;384;7450000;
Villa;8920;5;120;96;2162;E;852;1795000;
Villa;4690;3;93;141;1819;F;3000;1295000;
Villa;7500;6;189;55;2634;D;859;1950000;
Rækkehus;8860;3;70;33;1380;C;285;835000;
Villa;7570;3;144;38;1113;C;4185;625000;
Villa;8800;4;144;140;2014;G;6622;1995000;
Villa;4230;7;250;141;2688;D;9500;3250000;
Villa;9800;5;140;48;1543;E;1172;895000;
Villa;4400;7;184;59;2801;D;700;2295000;
Villa;6920;4;94;66;1208;C;2173;395000;
Villa;9560;4;103;63;1582;D;1040;895000;
Villa;6893;6;205;107;1213;E;870;495000;
Villa;6740;3;120;58;1250;D;913;998000;
Villa;5762;7;184;96;1758;F;799;2595000;
Villa;7130;12;369;111;3678;E;3297;3695000;
Villa;7900;3;113;121;1338;C;883;745000;
Villa;9700;3;116;93;1848;C;577;1395000;
Villa;6261;4;155;131;1151;D;859;525000;
Villa;7323;6;302;18;2573;C;11063;3499000;
Villa;9500;6;144;60;1840;E;587;975000;
Villa;8961;9;270;115;1480;D;357;995000;
Villa;7884;6;311;51;1887;C;1733;2100000;
Villa;9800;4;129;48;2355;D;1074;1545000;
Villa;9560;4;113;121;1252;E;352;895000;
Villa;8961;7;155;147;1297;D;1379;1495000;
Villa;9940;6;200;151;1941;E;3635;849000;
Villa;8850;6;153;87;1647;D;1430;945000;
Villa;9260;4;149;64;1130;E;563;1595000;
Villa;7900;6;181;79;1600;C;1145;2295000;
Villa;9000;5;171;101;4194;C;840;4995000;
Villa;5900;5;120;97;1449;G;5693;595000;
Villa;5631;9;263;123;2182;E;7475;1795000;
Villa;7970;6;183;67;1175;D;1500;395000;
Villa;8400;4;132;113;2193;D;276;2200000;
Villa;6900;5;180;44;1560;D;875;998000;
Villa;9550;5;154;110;1673;E;1547;1150000;
Villa;6990;4;157;41;1304;C;840;995000;
Villa;9480;4;110;144;2209;F;349;1795000;
Villa;4800;4;111;68;1634;F;397;795000;
Villa;9760;4;131;121;1272;D;1117;425000;
Villa;6990;3;102;41;1056;C;708;795000;
Villa;7600;6;240;124;1705;B;5061;1265000;
Villa;9982;6;272;135;2007;E;15000;2495000;
Villa;6920;4;146;48;1275;C;704;1065000;
Villa;7100;9;362;104;3533;C;1399;3298000;
Rækkehus;4600;3;72;89;2076;D;360;2495000;
Villa;7680;7;220;44;2095;C;968;1345000;
Villa;5550;4;85;62;2049;F;916;1345000;
Villa;7770;3;75;121;855;B;618;595000;
Villa;9460;5;136;42;1354;C;756;1150000;
Villa;9800;4;127;87;1828;E;626;1175000;
Villa;6200;5;162;151;1261;C;768;895000;
Villa;6100;2;77;244;725;C;71;645000;
Villa;5270;8;220;2;1956;A15;979;4395000;
Villa;9940;6;160;86;1542;D;264;1295000;
Villa;9850;4;186;58;1622;C;657;1195000;
Villa;4720;7;203;94;2680;D;1351;1295000;
Villa;7430;3;106;59;1682;E;800;1295000;
Villa;3760;4;192;167;1762;C;2220;1245000;
Villa;4200;7;310;157;2814;D;1878;1395000;
Villa;8620;4;139;68;1664;D;892;995000;
Villa;7400;5;168;58;1856;E;655;1530000;
Villa;5800;5;171;151;2468;C;1777;1650000;
Villa;6900;9;290;82;2804;D;19999;1800000;
Villa;6040;6;179;93;2195;D;1166;1895000;
Villa;8722;4;177;79;1903;C;1052;1945000;
Villa;9300;5;228;59;1741;C;1115;1495000;
Villa;6230;5;171;49;1858;E;1057;1685000;
Villa;9330;4;175;45;2421;C;903;998000;
Villa;8870;6;186;40;2521;D;682;1995000;
Villa;9900;3;320;52;1819;E;967;1345000;
Villa;7400;7;199;49;2296;C;848;1995000;
Villa;6000;5;142;67;2810;E;694;1895000;
Villa;7120;4;151;371;3874;G;3244;1650000;
Villa;6200;4;117;47;1407;C;863;1198000;
Villa;5853;9;395;18;3097;C;1838;2495000;
Villa;8800;5;150;4;2131;A20;1200;2895000;
Villa;7130;7;240;48;3427;C;1110;3985000;
Villa;5492;5;144;12;1759;C;487;2095000;
Villa;6650;7;205;14;2277;B;1209;2695000;
Villa;7860;3;153;131;1247;C;548;565000;
Villa;5591;8;262;121;1977;D;1254;1595000;
Villa;5683;7;214;101;1624;C;716;748000;
Villa;6200;4;163;48;2492;C;1118;1995000;
Villa;9600;7;273;66;1570;D;8315;1795000;
Villa;7362;3;114;78;1222;G;5960;695000;
Villa;9560;8;315;94;1333;G;530;595000;
Villa;5683;5;170;101;1422;G;835;750000;
Villa;6070;5;150;241;2227;E;931;1645000;
Villa;7500;5;154;121;2357;E;10020;1945000;
Villa;9800;4;128;104;1239;E;869;345000;
Villa;9560;8;235;89;2066;F;1053;595000;
Villa;7950;7;165;64;1483;D;1229;699000;
Villa;9220;6;166;44;2409;C;870;2295000;
Villa;6900;4;108;94;1034;E;1256;315000;
Villa;7760;4;117;50;1414;D;709;785000;
Villa;8800;6;160;58;2298;C;911;1945000;
Villa;9230;11;255;121;2227;D;14243;2395000;
Villa;6990;4;158;144;813;D;1312;545000;
Villalejlighed;6000;3;66;117;1499;G;702;825000;
Villa;9800;5;163;15;2218;C;1115;1995000;
Villa;6510;6;204;49;1769;C;908;795000;
Rækkehus;8680;4;128;1;3909;A15;99;3495000;
Villa;9681;5;236;59;1326;D;870;895000;
Villa;8840;5;175;121;1672;E;2445;815000;
Villa;7200;3;131;89;2299;F;1050;1195000;
Villa;7182;6;195;103;2168;E;1359;945000;
Villa;9560;6;268;45;2606;C;1367;1995000;
Villa;8963;4;121;67;1723;C;977;950000;
Villa;8765;4;126;71;1402;D;1000;995000;
Villa;6990;7;158;114;1111;E;428;395000;
Villa;4900;4;112;50;1964;E;1273;495000;
Villa;7400;5;166;52;2866;E;712;3795000;
Villa;9560;10;192;97;1914;F;1058;1198000;
Villa;4291;3;135;114;1478;G;1175;895000;
Villa;6880;5;176;47;1662;C;772;995000;
Villa;5935;6;165;45;1779;D;1019;1185000;
Villa;8550;4;146;70;1967;C;879;1249000;
Villa;6430;5;131;61;1558;E;1594;1045000;
Villa;9460;6;210;49;1410;C;775;795000;
Villa;4720;5;193;47;2875;C;999;1395000;
Villa;6280;3;114;70;1104;F;615;495000;
Villa;4952;6;166;144;1529;D;1081;1100000;
Villa;6920;7;195;48;1569;C;986;1095000;
Villa;5874;6;250;121;2579;C;2312;1450000;
Villa;7000;4;144;115;1741;D;814;1245000;
Villa;9690;5;192;36;1876;C;770;1545000;
Villa;7600;5;181;49;2233;C;788;1595000;
Villa;6100;5;180;54;1670;E;876;1295000;
Villa;4300;6;166;197;1886;F;650;1895000;
Villa;8930;6;133;114;2085;D;828;1745000;
Villa;4874;5;112;83;1255;G;969;650000;
Villa;8830;5;130;49;1742;D;836;1495000;
Villa;6200;6;170;51;1470;E;1013;1695000;
Villa;7900;6;199;53;1732;C;1011;1795000;
Villa;8620;5;151;119;1737;D;4380;2095000;
Villa;4874;6;128;58;1189;E;1665;699000;
Villa;6051;5;160;44;2379;D;1116;1935000;
Villa;9300;6;167;129;2024;D;654;2295000;
Villa;9230;4;158;117;2288;C;1419;1945000;
Villa;6000;5;138;121;1977;E;257;1195000;
Villa;7400;6;245;50;3497;D;1240;3195000;
Villa;8870;6;148;8;2606;A2;1185;2750000;
Villa;9370;3;91;156;1239;F;10694;475000;
Villa;6000;5;290;106;2609;E;271;1295000;
Villa;9480;4;124;56;1208;E;679;675000;
Villa;8800;5;124;45;1922;D;10844;1450000;
Villa;9900;4;184;52;3887;D;1144;5295000;
Villa;6470;4;119;41;1525;D;875;795000;
Villa;9620;8;71;43;5345;D;3321;995000;
Villa;4000;4;93;341;2118;D;167;1875000;
Villa;4880;5;166;141;2630;E;1874;1995000;
Villa;7870;6;250;102;2038;D;7606;995000;
Villa;4450;5;154;134;3170;C;1763;995000;
Villa;7500;4;89;91;1983;D;600;1548000;
Villa;4990;6;125;106;1574;D;565;325000;
Villa;7600;8;204;52;1843;C;720;1550000;
Villa;7600;6;165;8;1862;A2;974;2395000;
Villa;9240;2;70;63;1524;E;920;498000;
Villa;5463;6;200;83;2970;E;13891;2995000;
Villa;7200;6;169;95;1712;F;209;695000;
Villa;7850;5;133;171;1474;C;6551;995000;
Villa;9900;2;116;57;2806;C;760;1395000;
Villa;6705;4;104;112;1761;C;391;1348000;
Villa;5592;4;145;51;1744;D;774;1395000;
Villa;6700;3;103;121;2013;E;331;1748000;
Villa;8970;3;60;11;1007;A10;1147;800000;
Villa;8983;5;153;89;1532;D;4407;1150000;
Villa;4281;4;120;51;2098;C;901;1195000;
Villa;4270;5;154;53;2352;E;1116;1395000;
Villa;9440;5;170;45;1780;C;979;1450000;
Villa;6740;7;210;157;1405;D;17212;1825000;
Villa;8930;10;152;87;27346;C;1933;3250000;
Villa;3220;6;180;101;3431;C;5640;4495000;
Villa;6830;3;152;96;1589;F;4513;585000;
Villa;5462;2;80;231;1537;C;2508;595000;
Villa;9830;7;220;143;1469;C;395;625000;
Villa;6753;10;140;104;1869;E;603;850000;
Villa;6980;8;300;193;2517;G;9390;995000;
Villa;8766;5;140;116;1099;D;399;1195000;
Villa;7741;4;170;94;1170;A10;1660;1895000;
Villa;6818;10;318;48;3705;E;2274;2495000;
Villa;8900;9;314;111;3391;D;1032;2495000;
Villa;9510;4;120;144;1081;E;837;525000;
Villa;7323;6;200;62;1641;F;2941;595000;
Rækkehus;5953;8;141;101;1109;G;917;675000;
Villa;6500;3;102;72;1312;G;1027;695000;
Villa;6933;5;172;50;1567;E;986;845000;
Villa;4200;4;126;93;1933;G;1175;995000;
Villa;4791;7;231;91;1897;F;1028;795000;
Villa;5450;3;110;49;1678;F;665;799500;
Rækkehus;5700;4;91;38;1797;C;351;1475000;
Villa;7200;5;146;30;2152;C;707;1695000;
Villa;8660;3;134;74;2001;D;902;1950000;
Villa;7400;5;158;98;4134;D;508;3350000;
Villa;9990;6;209;50;3138;D;1368;3695000;
Villa;4733;4;151;121;1443;E;773;1295000;
Villa;5260;5;145;171;2081;C;923;995000;
Villa;8723;3;75;65;1527;C;1000;999999;
Villa;5320;4;125;55;1981;F;875;1485000;
Villa;7680;6;158;44;1415;E;770;1185000;
Rækkehus;8700;5;103;103;1717;E;370;1495000;
Villa;9750;5;157;57;1250;G;1410;445000;
Villa;7600;3;117;73;1622;D;456;1450000;
Villa;9670;5;191;91;1701;D;1068;595000;
Villa;8766;2;69;141;769;G;6170;595000;
Villa;6710;5;173;48;2981;C;708;3498000;
Rækkehus;7800;4;121;1;2220;A15;250;2150000;
Villa;9460;4;112;16;1525;C;1759;995000;
Rækkehus;7800;4;121;1;2236;A15;250;2150000;
Villa;7620;4;114;111;830;D;741;350000;
Villa;5450;6;203;153;2823;F;7456;1180000;
Villa;9560;6;189;43;1404;D;893;1249000;
Rækkehus;7800;4;121;1;2254;A15;250;2150000;
Villa;6630;6;243;111;1667;C;678;1445000;
Villa;7620;5;139;34;1220;E;872;425000;
Villa;6100;4;147;131;1454;D;631;595000;
Villa;4800;4;171;23;2265;C;938;2595000;
Villa;7470;4;120;52;1561;D;735;495000;
Villa;6430;6;154;63;1890;E;1017;745000;
Villa;6440;7;208;51;1895;D;842;1495000;
Villa;8766;6;224;50;1630;E;2480;1595000;
Villa;5450;7;203;55;2709;D;695;1790000;
Villa;8210;8;227;52;2834;D;1024;3798000;
Villa;7700;4;144;47;2086;D;828;1695000;
Villa;7400;5;170;54;2155;D;788;2295000;
Villa;7830;6;173;87;1729;D;630;525000;
Villa;4800;6;180;111;1060;E;1024;699000;
Villa;8800;5;118;93;2113;D;473;1895000;
Villa;8940;7;161;81;2298;C;780;2145000;
Villa;7620;6;143;121;937;D;647;795000;
Villa;8500;2;80;84;1369;C;566;1098000;
Villa;8832;4;160;88;1467;C;598;495000;
Villa;6920;6;179;33;2110;F;1017;1450000;
Villa;6990;6;176;121;1367;C;329;945000;
Villa;6690;4;105;96;1250;G;677;650000;
Villa;8740;4;144;83;1799;D;1677;1495000;
Villa;6261;6;171;98;1050;C;435;798000;
Villa;9460;6;224;76;1645;C;16294;1695000;
Villa;9600;6;231;46;2036;D;1127;1995000;
Villa;6040;5;245;141;2563;D;1919;1495000;
Villa;5700;6;151;48;2422;F;1558;1015000;
Villa;8960;5;130;121;1750;D;829;1770000;
Villa;8940;7;294;44;3887;D;20100;2699000;
Villa;7323;7;124;72;2031;E;800;1495000;
Villa;8600;5;162;26;3697;D;1622;4449000;
Villa;7752;2;78;75;1203;D;834;295000;
Villa;6500;4;155;58;1482;D;828;895000;
Villa;6100;5;150;221;1356;F;1009;595000;
Villa;9382;4;112;109;1580;C;866;1075000;
Villa;9632;7;192;108;1700;F;4527;945000;
Villa;4760;4;117;85;1765;C;203;1195000;
Villa;9490;6;220;42;1583;C;800;1195000;
Villa;6200;4;88;59;1585;E;602;1045000;
Villa;9550;5;128;56;2074;E;707;1195000;
Villa;4990;4;152;36;2666;C;900;1799000;
Villa;7250;7;246;52;1131;D;1200;1195000;
Villa;9320;4;159;59;1563;C;701;1195000;
Villa;7800;6;143;87;1548;D;473;1195000;
Villa;4990;7;169;117;3647;D;1527;2495000;
Villa;9530;5;225;14;2966;B;1398;5395000;
Villa;4941;3;150;209;1473;E;10000;1599000;
Villa;7260;6;220;102;1676;D;557;1195000;
Villa;8310;4;110;141;2027;G;468;1295000;
Villa;4800;5;150;35;3018;C;12736;2495000;
Villa;7000;5;130;41;1449;B;915;2750000;
Villa;8660;7;175;116;1938;C;643;2599000;
Villa;4990;5;152;44;2102;C;870;1345000;
Villa;8641;6;169;121;2114;D;557;1298000;
Villa;5762;6;165;112;1590;E;756;875000;
Villa;5985;4;87;121;1225;F;1221;475000;
